image_path,image_name,detection_conf,plate_text,ocr_confidence,x_min,y_min,x_max,y_max,width,height
./input/Car_Number_Plate\IMG_20200222_165202265.jpg,IMG_20200222_165202265.jpg,0.9999167919158936,IND MHZSBK1517,0.9355997391340749,1045,1600,1735,1795,690,195
./input/Car_Number_Plate\IMG_20200222_165215405_HDR.jpg,IMG_20200222_165215405_HDR.jpg,0.9955950975418091,MH.01.AL.8921,0.9444213293435306,985,2685,2195,2890,1210,205
./input/Car_Number_Plate\IMG_20200222_165233262_HDR.jpg,IMG_20200222_165233262_HDR.jpg,0.9992138147354126,IND HHZ3BU1056,0.6612224430960674,855,2200,1995,2490,1140,290
./input/Car_Number_Plate\IMG_20200222_165250638.jpg,IMG_20200222_165250638.jpg,0.9982538223266602,43 AN 58601 MH,0.6625705775100473,1160,2390,2210,2640,1050,250
./input/Car_Number_Plate\IMG_20200222_165317882_HDR.jpg,IMG_20200222_165317882_HDR.jpg,0.9997419118881226,MH43 AL 7881,0.8665928228953234,1120,2460,2190,2735,1070,275
./input/Car_Number_Plate\IMG_20200222_165348975.jpg,IMG_20200222_165348975.jpg,0.9999375343322754,MH43 BE 5916,0.9164896641561946,1165,2085,2070,2275,905,190
./input/Car_Number_Plate\IMG_20200222_165402668.jpg,IMG_20200222_165402668.jpg,0.9998629093170166,MH.43.AT.6554,0.6672711640040583,1180,2060,1955,2260,775,200
./input/Car_Number_Plate\IMG_20200222_165407449.jpg,IMG_20200222_165407449.jpg,0.9996151924133301,MH.04.CB 2944,0.6974449793363399,1310,1930,2100,2105,790,175
./input/Car_Number_Plate\IMG_20200222_165423688.jpg,IMG_20200222_165423688.jpg,0.9995664954185486,MH.43.AF.3410,0.5232582069897945,920,2070,2075,2270,1155,200
./input/Car_Number_Plate\IMG_20200222_165427815.jpg,IMG_20200222_165427815.jpg,0.8922285437583923,MH.43.BG.454C,0.39705310253117887,1310,1845,1845,1950,535,105
./input/Car_Number_Plate\IMG_20200222_165502566_HDR.jpg,IMG_20200222_165502566_HDR.jpg,0.9999079704284668,MH.48.R.2128,0.5815971523368744,1235,1875,2045,2060,810,185
./input/Car_Number_Plate\IMG_20200222_165554.jpg,IMG_20200222_165554.jpg,0.9999188184738159,IND,0.9989313539273917,1380,1295,2105,1485,725,190
./input/Car_Number_Plate\IMG_20200222_165613288_HDR.jpg,IMG_20200222_165613288_HDR.jpg,0.9996771216392517,ND NHO 4GU4591,0.48495361907994006,1060,1790,1905,2015,845,225
./input/Car_Number_Plate\IMG_20200222_165852753.jpg,IMG_20200222_165852753.jpg,0.9909214377403259,MH *43 AR 2184,0.5756975886070526,1275,1830,1855,1970,580,140
./input/Car_Number_Plate\IMG_20200222_165921253.jpg,IMG_20200222_165921253.jpg,0.9999221563339233,MHO1 CP 1994,0.6865028640943706,1105,2165,1995,2415,890,250
./input/Car_Number_Plate\IMG_20200222_170020186.jpg,IMG_20200222_170020186.jpg,0.9995319247245789,MH.43AT.1176,0.7710317298681701,1090,2520,1905,2690,815,170
./input/Car_Number_Plate\IMG_20200222_170133876.jpg,IMG_20200222_170133876.jpg,0.9975276589393616,IND,0.9992593365614758,1410,2030,2115,2195,705,165
./input/Car_Number_Plate\IMG_20200222_170152087.jpg,IMG_20200222_170152087.jpg,0.9706283807754517,MH43 AJ 5471,0.9370015297679883,1160,2190,2170,2400,1010,210
./input/Car_Number_Plate\IMG_20200222_170217307_HDR.jpg,IMG_20200222_170217307_HDR.jpg,0.9998717308044434,MHZ3AH99Z4,0.3491768065513394,1230,2150,2040,2380,810,230
./input/Car_Number_Plate\IMG_20200222_170326.jpg,IMG_20200222_170326.jpg,0.9999185800552368,MH 06 AZ4348,0.5839377941542053,1390,1510,1890,1620,500,110
./input/Car_Number_Plate\IMG_20200222_171836619_HDR.jpg,IMG_20200222_171836619_HDR.jpg,0.9746366143226624,MH 43 AT 8866,0.9301458004646462,930,2165,1995,2360,1065,195
./input/Car_Number_Plate\IMG_20200222_171836619_HDR.jpg,IMG_20200222_171836619_HDR.jpg,0.4094497263431549,8866,0.9999443292617798,1595,2200,1935,2365,340,165
./input/Car_Number_Plate\IMG_20200222_171843584.jpg,IMG_20200222_171843584.jpg,0.9997360110282898,MHO4 JV 1850,0.5966690388607718,1090,2690,2125,2930,1035,240
./input/Car_Number_Plate\IMG_20200222_171850923.jpg,IMG_20200222_171850923.jpg,0.9993702173233032,MH43 ar 8060,0.6327967344040747,1170,2005,2170,2225,1000,220
./input/Car_Number_Plate\IMG_20200222_171858496_HDR.jpg,IMG_20200222_171858496_HDR.jpg,0.976530134677887,IND,0.9995222285656638,1240,2040,2385,2310,1145,270
./input/Car_Number_Plate\IMG_20200222_171903738_HDR.jpg,IMG_20200222_171903738_HDR.jpg,0.9996967911720276,IND MH47AN2550,0.7456266734730482,1190,2020,2185,2265,995,245
./input/Car_Number_Plate\IMG_20200222_171908968_HDR.jpg,IMG_20200222_171908968_HDR.jpg,0.9999120235443115,MH 06 AZ 3572,0.8803025198437568,1185,2490,2200,2705,1015,215
./input/Car_Number_Plate\IMG_20200222_171913311_HDR.jpg,IMG_20200222_171913311_HDR.jpg,0.9998893737792969,IND MH43BN7456,0.7942092286823943,1195,2595,2080,2810,885,215
./input/Car_Number_Plate\IMG_20200222_171921102.jpg,IMG_20200222_171921102.jpg,0.9989013671875,MH 43 AR 87,0.7144363796503135,1115,2120,2065,2340,950,220
./input/Car_Number_Plate\IMG_20200222_171931450.jpg,IMG_20200222_171931450.jpg,0.9998815059661865,MHg3 DA 4405,0.3221683205183799,1180,2025,2095,2250,915,225
./input/Car_Number_Plate\IMG_20200222_171936955_HDR.jpg,IMG_20200222_171936955_HDR.jpg,0.9999004602432251,IND MKZ3BN9384],0.7130683435888466,1220,1905,2040,2110,820,205
./input/Car_Number_Plate\IMG_20200222_171945129.jpg,IMG_20200222_171945129.jpg,0.9997691512107849,MHA6BK0O15,0.6647520376771747,1395,2830,2345,3040,950,210
./input/Car_Number_Plate\IMG_20200222_171952260.jpg,IMG_20200222_171952260.jpg,0.9998191595077515,IND,0.9997426658342633,1115,2475,2130,2755,1015,280
./input/Car_Number_Plate\IMG_20200222_172035994.jpg,IMG_20200222_172035994.jpg,0.9998315572738647,MH.43.AF.5553,0.6825231397290233,1160,2025,2235,2310,1075,285
./input/Car_Number_Plate\IMG_20200222_172041809.jpg,IMG_20200222_172041809.jpg,0.9995536208152771,MH46AU7614,0.5621066438680219,1210,2240,2060,2445,850,205
./input/Car_Number_Plate\IMG_20200222_172049778.jpg,IMG_20200222_172049778.jpg,0.9998846054077148,Không nhận diện,0.0,1245,2465,2185,2745,940,280
./input/Car_Number_Plate\IMG_20200222_172055662.jpg,IMG_20200222_172055662.jpg,0.9956762790679932,MK 46  A RK A 2145 IND PH . / 1 255000 FONDA,0.5884044808590113,1295,2280,2170,2525,875,245
./input/Car_Number_Plate\IMG_20200222_172111394.jpg,IMG_20200222_172111394.jpg,0.9998472929000854,IND MH43ABO861,0.6736143881467125,1065,2295,2085,2545,1020,250
./input/Car_Number_Plate\IMG_20200222_172118978.jpg,IMG_20200222_172118978.jpg,0.9997748136520386,3088,0.9999814629554749,1105,2565,2135,2835,1030,270
./input/Car_Number_Plate\IMG_20200222_172125713.jpg,IMG_20200222_172125713.jpg,0.9996005296707153,MH 06 As 8520,0.8782266577037959,1315,2255,2260,2480,945,225
./input/Car_Number_Plate\IMG_20200222_172130675.jpg,IMG_20200222_172130675.jpg,0.9998992681503296,IND 6J5CJ1569,0.7948352272570893,1360,2245,2220,2480,860,235
./input/Car_Number_Plate\IMG_20200222_172140611_HDR.jpg,IMG_20200222_172140611_HDR.jpg,0.9977776408195496,MH 02 EE  9301,0.38208136512612717,1295,2260,2130,2450,835,190
./input/Car_Number_Plate\IMG_20200222_173746349_HDR.jpg,IMG_20200222_173746349_HDR.jpg,0.999840497970581,MH 43 BE 4190 JIND,0.7512452578748872,980,2095,1995,2360,1015,265
./input/Car_Number_Plate\IMG_20200222_173759686_HDR.jpg,IMG_20200222_173759686_HDR.jpg,0.9998422861099243,IND,0.7075171555981544,995,2015,1945,2210,950,195
./input/Car_Number_Plate\IMG_20200222_173805542.jpg,IMG_20200222_173805542.jpg,0.999767541885376,MH 46AP3525 IND,0.7135056553704369,1110,2245,2090,2495,980,250
./input/Car_Number_Plate\IMG_20200222_173811724_HDR.jpg,IMG_20200222_173811724_HDR.jpg,0.995076060295105,MH 43 AT 5614 MOTORS27467999,0.9399104869901732,1080,2060,2000,2275,920,215
./input/Car_Number_Plate\IMG_20200222_173818604.jpg,IMG_20200222_173818604.jpg,0.9055927395820618,IND MH Z8P9577,0.8576179867398556,1150,2610,1930,2770,780,160
./input/Car_Number_Plate\IMG_20200222_173835151_HDR.jpg,IMG_20200222_173835151_HDR.jpg,0.931408166885376,MH 43 BN 5062,0.9844786895789888,910,2305,2160,2540,1250,235
./input/Car_Number_Plate\IMG_20200222_174012946.jpg,IMG_20200222_174012946.jpg,0.9993348121643066,IND,0.9997443175898613,1120,2575,1975,2755,855,180
./input/Car_Number_Plate\IMG_20200222_174021233.jpg,IMG_20200222_174021233.jpg,0.9988099932670593,MH.46.AR.1986,0.5873810723258561,1115,2390,2180,2710,1065,320
./input/Car_Number_Plate\IMG_20200222_174035504_HDR.jpg,IMG_20200222_174035504_HDR.jpg,0.9999587535858154,34 MH 43 AT 3535,0.7817724838202988,860,2240,1950,2475,1090,235
./input/Car_Number_Plate\IMG_20200222_174042005_HDR.jpg,IMG_20200222_174042005_HDR.jpg,0.9989293813705444,VICKY CARZONE IND MH 43AR2604,0.7864380378654108,1205,2785,2105,2985,900,200
./input/Car_Number_Plate\IMG_20200222_174056157.jpg,IMG_20200222_174056157.jpg,0.9944190382957458,VD 6J160/4763,0.7553875446211291,1270,2710,2015,2875,745,165
./input/Car_Number_Plate\IMG_20200222_174102284.jpg,IMG_20200222_174102284.jpg,0.9985314607620239,IMH.04.FW.8777,0.7232142242175881,1270,2635,2080,2875,810,240
./input/Car_Number_Plate\IMG_20200222_174111502_HDR.jpg,IMG_20200222_174111502_HDR.jpg,0.9982805848121643,5s MHO3BW34937 931399999,0.6515311061516106,1080,2120,2075,2370,995,250
./input/Car_Number_Plate\IMG_20200222_174117452_HDR.jpg,IMG_20200222_174117452_HDR.jpg,0.9987311363220215,MH.43.AL.6892,0.9746902033966784,1115,2065,2080,2270,965,205
./input/Car_Number_Plate\IMG_20200222_174124512.jpg,IMG_20200222_174124512.jpg,0.9990301132202148,MH 46 N 4367,0.9967346384045638,1125,2220,2075,2405,950,185
./input/Car_Number_Plate\IMG_20200222_174133260_HDR.jpg,IMG_20200222_174133260_HDR.jpg,0.9998070001602173,ID MH12NP8971,0.7999363691401361,1125,2015,1940,2265,815,250
./input/Car_Number_Plate\IMG_20200222_174141319_HDR.jpg,IMG_20200222_174141319_HDR.jpg,0.9998829364776611,MH.46.AP9348,0.9755938656010502,1190,2890,2115,3070,925,180
./input/Car_Number_Plate\IMG_20200222_174157679_HDR.jpg,IMG_20200222_174157679_HDR.jpg,0.9997979402542114,MH 43 AT 6189 00,0.9543362617639579,1190,2070,2035,2285,845,215
./input/Car_Number_Plate\IMG_20200222_174206872.jpg,IMG_20200222_174206872.jpg,0.9924068450927734,MH 02 AY 5129,0.8639553111594097,1165,1995,1740,2230,575,235
./input/Car_Number_Plate\IMG_20200222_174212712.jpg,IMG_20200222_174212712.jpg,0.9970405101776123,MH 09 DM 6732,0.7010185556864479,855,2490,1700,2650,845,160
./input/Car_Number_Plate\IMG_20200222_174221787(1).jpg,IMG_20200222_174221787(1).jpg,0.9998594522476196,MH43.AR.7148,0.7945326348972266,960,2485,1800,2710,840,225
./input/Car_Number_Plate\IMG_20200222_174221787.jpg,IMG_20200222_174221787.jpg,0.9998594522476196,MH43.AR.7148,0.7945326348972266,960,2485,1800,2710,840,225
./input/Car_Number_Plate\IMG_20200222_183617.jpg,IMG_20200222_183617.jpg,0.961965799331665,MH.02.DN.6399,0.36377801583496644,1105,2730,1935,2880,830,150
./input/Car_Number_Plate\IMG_20200222_183627.jpg,IMG_20200222_183627.jpg,0.99969881772995,MH.06 IND AF 5604,0.9968790131604057,1015,2565,1845,2770,830,205
./input/Car_Number_Plate\IMG_20200222_183635.jpg,IMG_20200222_183635.jpg,0.9993151426315308,Mh 04 Jv4739,0.41577945741290145,1175,2585,2085,2815,910,230
./input/Car_Number_Plate\IMG_20200222_183642.jpg,IMG_20200222_183642.jpg,0.9196822643280029,MH43 AL 8755,0.8094624333457825,1130,3100,2005,3275,875,175
./input/Car_Number_Plate\IMG_20200222_183649.jpg,IMG_20200222_183649.jpg,0.9988377094268799,MH.04.AS.7819,0.6986851129628363,1205,2970,1950,3145,745,175
./input/Car_Number_Plate\IMG_20200222_183656.jpg,IMG_20200222_183656.jpg,0.9997367262840271,MHO6AH9535,0.33385521404502383,1155,3115,2010,3340,855,225
./input/Car_Number_Plate\IMG_20200222_183702.jpg,IMG_20200222_183702.jpg,0.999946117401123,IND MHZ3BUO586,0.8214304194122956,1085,2400,1885,2600,800,200
./input/Car_Number_Plate\IMG_20200222_183708.jpg,IMG_20200222_183708.jpg,0.9886054396629333,MH 06 BM 2977,0.9400720162741802,1050,2700,2085,2905,1035,205
./input/Car_Number_Plate\IMG_20200222_183718.jpg,IMG_20200222_183718.jpg,0.9995759129524231,MHO8.BE9511,0.6984363228762862,1110,2535,2125,2720,1015,185
./input/Car_Number_Plate\IMG_20200222_183742.jpg,IMG_20200222_183742.jpg,0.99993896484375,IND RJI4CY4986,0.893899278550337,1020,2705,1975,2950,955,245
./input/Car_Number_Plate\IMG_20200222_183753.jpg,IMG_20200222_183753.jpg,0.9992902278900146,MH.01 AR 7547 orDea,0.7427101553824249,1145,2575,2035,2775,890,200
./input/Car_Number_Plate\IMG_20200222_183802.jpg,IMG_20200222_183802.jpg,0.999653160572052,MH 46 AL 810,0.9484551132573715,1030,2570,1910,2755,880,185
./input/Car_Number_Plate\IMG_20200222_183811.jpg,IMG_20200222_183811.jpg,0.9843260645866394,MH. 46.BE.191,0.7169764013363628,1255,2885,1810,3010,555,125
./input/Car_Number_Plate\IMG_20200222_183818.jpg,IMG_20200222_183818.jpg,0.9995536208152771,MH.01.DB.7784,0.5053777575862766,1125,2925,1915,3120,790,195
./input/Car_Number_Plate\IMG_20200222_183851.jpg,IMG_20200222_183851.jpg,0.9996806979179382,HHO1AL 7888,0.5826462063745301,990,2440,1825,2650,835,210
./input/Car_Number_Plate\IMG_20200222_183851.jpg,IMG_20200222_183851.jpg,0.5037010312080383,Không nhận diện,0.0,2310,1775,2625,1880,315,105
./input/Car_Number_Plate\IMG_20200222_183901.jpg,IMG_20200222_183901.jpg,0.9995835423469543,MH 46 AL0298,0.7135947818260809,1020,2530,1875,2750,855,220
./input/Car_Number_Plate\IMG_20200222_183908.jpg,IMG_20200222_183908.jpg,0.9999163150787354,INU MH14HH2041,0.5820260484693232,1135,2325,1905,2515,770,190
./input/Car_Number_Plate\IMG_20200222_183914.jpg,IMG_20200222_183914.jpg,0.9998903274536133,MH 43 X 3024,0.5188673483791173,1270,2210,2135,2445,865,235
./input/Car_Number_Plate\IMG_20200222_183921.jpg,IMG_20200222_183921.jpg,0.9992169737815857,MH 46 X 6519,0.947346880531645,1170,2275,2090,2480,920,205
./input/Car_Number_Plate\IMG_20200222_183928.jpg,IMG_20200222_183928.jpg,0.9998612403869629,MH 01 AH 4103,0.9990255457066448,1120,3075,2065,3270,945,195
./input/Car_Number_Plate\IMG_20200222_183941.jpg,IMG_20200222_183941.jpg,0.9973317384719849,MH 46 AU 2914,0.6796547015815885,1085,2975,2015,3190,930,215
./input/Car_Number_Plate\IMG_20200222_183952.jpg,IMG_20200222_183952.jpg,0.7853313088417053,Mh 02,0.8282214269892167,1040,3120,2055,3360,1015,240
./input/Car_Number_Plate\IMG_20200222_184013.jpg,IMG_20200222_184013.jpg,0.9994363784790039,Mh 46412704 41575700,0.7365244949632266,1235,2835,2005,3035,770,200
./input/Car_Number_Plate\IMG_20200222_184024.jpg,IMG_20200222_184024.jpg,0.9992762804031372,Không nhận diện,0.0,1185,2555,1980,2765,795,210
./input/Car_Number_Plate\IMG_20200222_184043.jpg,IMG_20200222_184043.jpg,0.9940713047981262,MMI |ABBK 4512,0.34481518608541933,1035,2025,2095,2255,1060,230
./input/Car_Number_Plate\IMG_20200222_184054.jpg,IMG_20200222_184054.jpg,0.9991090297698975,MH 46 W 454,0.8182188401757482,1140,2220,2195,2475,1055,255
./input/Car_Number_Plate\IMG_20200222_184105.jpg,IMG_20200222_184105.jpg,0.9998897314071655,MH.12.GN 2449,0.7820378916579646,1360,2240,2210,2445,850,205
./input/Car_Number_Plate\IMG_20200222_184117.jpg,IMG_20200222_184117.jpg,0.99974524974823,IND 4315152,0.7658668177942984,1400,2640,2215,2855,815,215
./input/Car_Number_Plate\IMG_20200222_184128.jpg,IMG_20200222_184128.jpg,0.9983990788459778,MH (} JIA 7690,0.756895736151716,1320,2115,2140,2325,820,210
./input/Car_Number_Plate\IMG_20200222_184138.jpg,IMG_20200222_184138.jpg,0.9997985363006592,MHZ3AN1857,0.46176091161422983,1205,2915,2195,3150,990,235
./input/Car_Number_Plate\IMG_20200222_184205.jpg,IMG_20200222_184205.jpg,0.9938423037528992,VicKY CAR ZONE ind MH 46 AP 9819,0.7982086614210462,1030,2020,2095,2260,1065,240
./input/Car_Number_Plate\IMG_20200222_184217.jpg,IMG_20200222_184217.jpg,0.9996907114982605,HH 46 BA 8931,0.8046681476984046,1380,2520,2185,2715,805,195
./input/Car_Number_Plate\IMG_20200222_184300.jpg,IMG_20200222_184300.jpg,0.9998899698257446,MH 14FX 2334,0.9955535698930873,1065,2720,2120,2960,1055,240
./input/Car_Number_Plate\IMG_20200222_184310.jpg,IMG_20200222_184310.jpg,0.9998565912246704,MH 46 BK 2672,0.9965048668015627,1110,2480,1960,2680,850,200
./input/Car_Number_Plate\IMG_20200222_184357.jpg,IMG_20200222_184357.jpg,0.999933123588562,MH 46 AL 0081,0.6099995446186989,1160,1950,2165,2170,1005,220
./input/Car_Number_Plate\IMG_20200222_184407.jpg,IMG_20200222_184407.jpg,0.9998087882995605,MHOIBF 2968,0.888312082142403,1215,2210,2260,2455,1045,245
./input/Car_Number_Plate\IMG_20200222_184425.jpg,IMG_20200222_184425.jpg,0.9987707734107971,MH43 AB 6460,0.9279563444685042,1240,2300,2130,2505,890,205
./input/Car_Number_Plate\IMG_20200222_184434.jpg,IMG_20200222_184434.jpg,0.9995729327201843,"MH.,43.8N.2548",0.5897457257537811,1105,2060,2185,2310,1080,250
./input/Car_Number_Plate\IMG_20200222_184442.jpg,IMG_20200222_184442.jpg,0.9998676776885986,MH 46 BK 1154,0.9638092968030345,1035,2430,2260,2675,1225,245
./input/Car_Number_Plate\IMG_20200222_184452.jpg,IMG_20200222_184452.jpg,0.999721348285675,HR 21J3930,0.5281544414071956,1165,2020,2145,2245,980,225
./input/Car_Number_Plate\IMG_20200222_184503.jpg,IMG_20200222_184503.jpg,0.7475178241729736,MH 46 BK 5641,0.5340173394409807,1005,2465,2185,2615,1180,150
./input/Car_Number_Plate\IMG_20200222_184518.jpg,IMG_20200222_184518.jpg,0.999595582485199,HHOZDY1087,0.7066970460415917,1040,2165,2090,2425,1050,260
./input/Car_Number_Plate\IMG_20200222_184537.jpg,IMG_20200222_184537.jpg,0.9993273019790649,MH 43 BN 0314,0.8786066710962741,1145,2020,2100,2235,955,215
./input/Car_Number_Plate\IMG_20200222_184556.jpg,IMG_20200222_184556.jpg,0.999813437461853,NHO34Z9249,0.3041986722794989,1235,2835,2155,3085,920,250
./input/Car_Number_Plate\IMG_20200222_184605.jpg,IMG_20200222_184605.jpg,0.998055636882782,MH.46.X.422,0.9102106988219356,1005,2210,2120,2485,1115,275
./input/Car_Number_Plate\IMG_20200222_184620.jpg,IMG_20200222_184620.jpg,0.9794949889183044,MVH 46 A 9,0.8590818000837958,970,2095,2085,2325,1115,230
./input/Car_Number_Plate\IMG_20200222_184636.jpg,IMG_20200222_184636.jpg,0.9998267889022827,MHO54J8811,0.850018775227382,1265,2650,2210,2870,945,220
./input/Car_Number_Plate\IMG_20200222_184704.jpg,IMG_20200222_184704.jpg,0.9903727173805237,MH 43 BK 1561,0.973575122318769,1005,2705,2225,2880,1220,175
./input/Car_Number_Plate\IMG_20200222_184727.jpg,IMG_20200222_184727.jpg,0.9999550580978394,MH 43 AK 6181,0.3824575296522297,1165,2050,2085,2320,920,270
./input/Car_Number_Plate\IMG_20200222_184741.jpg,IMG_20200222_184741.jpg,0.999834418296814,MH.43.BK.1848,0.5957173902516609,1085,2075,2125,2285,1040,210
./input/Car_Number_Plate\IMG_20200222_184814.jpg,IMG_20200222_184814.jpg,0.9997093081474304,PBO2 BL 0927,0.8257550939356572,1105,1960,2145,2210,1040,250
./input/Car_Number_Plate\IMG_20200222_184829.jpg,IMG_20200222_184829.jpg,0.9998037219047546,KH 43AL 4433,0.45603350857903363,1290,1875,2170,2135,880,260
./input/Car_Number_Plate\IMG_20200222_184922.jpg,IMG_20200222_184922.jpg,0.9954354763031006,MH 01 BU 5731,0.9522107930892446,1110,2475,2290,2785,1180,310
./input/Car_Number_Plate\IMG_20200222_184933.jpg,IMG_20200222_184933.jpg,0.9993953704833984,MH42AH 8848,0.720303517084757,960,2660,2100,2920,1140,260
./input/Car_Number_Plate\IMG_20200222_184947.jpg,IMG_20200222_184947.jpg,0.9989824891090393,MH.48.P.8135,0.7005188129530768,975,3135,2250,3400,1275,265
./input/Car_Number_Plate\IMG_20200222_185003.jpg,IMG_20200222_185003.jpg,0.9997968673706055,HHO4GUo372,0.49363766800413084,1025,2475,2165,2745,1140,270
./input/Car_Number_Plate\IMG_20200222_185013.jpg,IMG_20200222_185013.jpg,0.9996082782745361,D MHZ3BK7131,0.6033320060544651,1210,3265,2255,3555,1045,290
./input/Car_Number_Plate\IMG_20200222_185032.jpg,IMG_20200222_185032.jpg,0.9955149292945862,MH 03 CM 5990,0.8894464236151551,975,3285,2245,3530,1270,245
./input/Car_Number_Plate\IMG_20200222_185657.jpg,IMG_20200222_185657.jpg,0.9999417066574097,IND MHO ZKD7750,0.5892022560904248,1085,1930,1710,2095,625,165
./input/Car_Number_Plate\IMG_20200222_185715.jpg,IMG_20200222_185715.jpg,0.9971503019332886,DL 1 CV 8192,0.39685933054732936,1135,1750,1765,1900,630,150
./input/Car_Number_Plate\IMG_20200222_185737.jpg,IMG_20200222_185737.jpg,0.9998769760131836,IND MHZ3BN6647,0.6734221035175968,1105,2000,1835,2195,730,195
./input/Car_Number_Plate\IMG_20200222_185830.jpg,IMG_20200222_185830.jpg,0.9986520409584045,MH 01 BF 6622 Audi Approved,0.9401887924608151,1065,1865,1880,2030,815,165
./input/Car_Number_Plate\IMG_20200222_185917.jpg,IMG_20200222_185917.jpg,0.9998763799667358,Ind MH12AF3190,0.4532772076365049,1185,1855,2055,2085,870,230
./input/Car_Number_Plate\IMG_20200222_185959.jpg,IMG_20200222_185959.jpg,0.744827926158905,Mh 05 4071,0.7717104999607156,1070,1845,1895,1980,825,135
./input/Car_Number_Plate\IMG_20200222_190011.jpg,IMG_20200222_190011.jpg,0.9966212511062622,MH 46 W 2944,0.9410048464526639,1015,1850,1660,2030,645,180
./input/Car_Number_Plate\IMG_20200222_190025.jpg,IMG_20200222_190025.jpg,0.9922205805778503,MH 02 CP 6833 Shivam AUTOZONE 410 99999,0.9032158176668205,1090,2135,1885,2300,795,165
./input/Car_Number_Plate\IMG_20200222_190044.jpg,IMG_20200222_190044.jpg,0.9987615942955017,MH12 OF 982-,0.5887468855017601,1220,2185,1810,2345,590,160
./input/Car_Number_Plate\IMG_20200222_190113.jpg,IMG_20200222_190113.jpg,0.9997179508209229,MH 3 AR 2877,0.8261420790939553,1105,2330,1810,2505,705,175
./input/Car_Number_Plate\IMG_20200222_190132.jpg,IMG_20200222_190132.jpg,0.9999628067016602,IND 6J01hY8802,0.6923849845367399,945,1915,1840,2155,895,240
./input/Car_Number_Plate\IMG_20200222_190154.jpg,IMG_20200222_190154.jpg,0.9997996687889099,MH.03.BE.0866,0.9963505804229262,960,2310,1885,2525,925,215
./input/Car_Number_Plate\IMG_20200222_190200.jpg,IMG_20200222_190200.jpg,0.9999059438705444,KH 06 AH 9118,0.5356719908446178,1015,2480,1805,2675,790,195
./input/Car_Number_Plate\IMG_20200222_190229.jpg,IMG_20200222_190229.jpg,0.9996289014816284,MH.43.AR.8213,0.5817623363059475,1160,1980,1795,2110,635,130
./input/Car_Number_Plate\IMG_20200222_190244.jpg,IMG_20200222_190244.jpg,0.999871015548706,MH 43 BK 6165,0.7257057496196804,1030,2445,1925,2660,895,215
./input/Car_Number_Plate\IMG_20200222_190518.jpg,IMG_20200222_190518.jpg,0.9922991991043091,8h23 N 7135,0.591898004828477,925,2055,2010,2280,1085,225
./input/Car_Number_Plate\IMG_20200222_190558.jpg,IMG_20200222_190558.jpg,0.9659865498542786,MH 43 BK 6592,0.6944837464385095,1095,1970,1875,2145,780,175
./input/Car_Number_Plate\IMG_20200222_190644.jpg,IMG_20200222_190644.jpg,0.9970502853393555,Mh 46 8K 3?~2,0.3531221702210864,965,2545,1895,2750,930,205
./input/Car_Number_Plate\IMG_20200222_190646.jpg,IMG_20200222_190646.jpg,0.999396562576294,MH 43 AJ 3704,0.9977122707457862,1155,2340,2015,2530,860,190
./input/Car_Number_Plate\IMG_20200222_190649.jpg,IMG_20200222_190649.jpg,0.9988492131233215,ND MHO IAE2717,0.7648579811320937,1110,1975,1900,2155,790,180
./input/Car_Number_Plate\IMG_20200222_190704.jpg,IMG_20200222_190704.jpg,0.9996927976608276,Không nhận diện,0.0,975,2450,1970,2680,995,230
./input/Car_Number_Plate\IMG_20200222_190707.jpg,IMG_20200222_190707.jpg,0.999946117401123,Không nhận diện,0.0,910,1600,2050,1880,1140,280
./input/Car_Number_Plate\IMG_20200222_190711.jpg,IMG_20200222_190711.jpg,0.9998383522033691,Không nhận diện,0.0,970,1535,2110,1865,1140,330
./input/Car_Number_Plate\IMG_20200222_190721.jpg,IMG_20200222_190721.jpg,0.9969967007637024,MH 43 AR 9526,0.6180021711677061,990,2850,2045,3080,1055,230
./input/Car_Number_Plate\IMG_20200222_190738.jpg,IMG_20200222_190738.jpg,0.9971176385879517,MH.04.DN.9676,0.7575280979955965,925,3030,2045,3300,1120,270
./input/Car_Number_Plate\IMG_20200222_190753.jpg,IMG_20200222_190753.jpg,0.995786190032959,MH 43 BE 9517,0.8700530117396365,925,2180,2135,2380,1210,200
./input/Car_Number_Plate\IMG_20200222_191044.jpg,IMG_20200222_191044.jpg,0.9981492757797241,MH434F4459,0.7861325345005552,1040,1980,1970,2195,930,215
./input/Car_Number_Plate\IMG_20200222_191046.jpg,IMG_20200222_191046.jpg,0.9371329545974731,Ind MH 434F4459,0.3786918973936796,985,2035,1980,2250,995,215
./input/Car_Number_Plate\IMG_20200222_191109.jpg,IMG_20200222_191109.jpg,0.8985036015510559,HHIZEP7731 Monna,0.4206959488397277,890,1905,1950,2125,1060,220
./input/Car_Number_Plate\IMG_20200222_191116.jpg,IMG_20200222_191116.jpg,0.9996877312660217,MH BE 8035 43,0.9951662100691901,1190,2660,2055,2930,865,270
./input/Car_Number_Plate\IMG_20200222_191133.jpg,IMG_20200222_191133.jpg,0.9997701644897461,MH.04.GU.5031,0.8256483277565941,955,2560,1970,2845,1015,285
./input/Car_Number_Plate\IMG_20200222_191143.jpg,IMG_20200222_191143.jpg,0.9997144341468811,MH 046-5601,0.6285174496384375,1120,2405,2055,2655,935,250
